,address,category,date,dayofweek,descript,incidntnum,location,pddistrict,resolution,time,x,y
839,800 Block of BRYANT ST,DRUG/NARCOTIC,2010-09-22,Wednesday,POSSESSION OF MARIJUANA FOR SALES,100878915,"{u'latitude': u'37.775420706711', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403404791479'}",SOUTHERN,"ARREST, BOOKED",09:39,-122.403404791,37.7754207067
840,2100 Block of 3RD ST,WARRANTS,2014-02-12,Wednesday,ENROUTE TO OUTSIDE JURISDICTION,140127534,"{u'latitude': u'37.7624013131662', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.388573559923'}",BAYVIEW,"ARREST, BOOKED",17:25,-122.38857356,37.7624013132
841,800 Block of HOWARD ST,OTHER OFFENSES,2014-10-06,Monday,"PERMIT VIOLATION, POLICE (GENERAL)",140844170,"{u'latitude': u'37.7823235897616', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403793259489'}",SOUTHERN,"ARREST, CITED",18:22,-122.403793259,37.7823235898
842,9TH ST / FOLSOM ST,LARCENY/THEFT,2003-11-20,Thursday,PETTY THEFT FROM LOCKED AUTO,31364839,"{u'latitude': u'37.7737679567282', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.411612378042'}",SOUTHERN,NONE,00:10,-122.411612378,37.7737679567
843,2200 Block of MISSION ST,DRUG/NARCOTIC,2003-05-26,Monday,POSSESSION OF BASE/ROCK COCAINE,30639497,"{u'latitude': u'37.7610244167023', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.419212198636'}",MISSION,"ARREST, BOOKED",18:57,-122.419212199,37.7610244167
844,UTAH ST / 24TH ST,LARCENY/THEFT,2004-05-02,Sunday,GRAND THEFT FROM PERSON,40504222,"{u'latitude': u'37.7530644943137', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.405333200216'}",MISSION,NONE,19:30,-122.4053332,37.7530644943
845,300 Block of SHOTWELL ST,PROSTITUTION,2009-07-07,Tuesday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,90689802,"{u'latitude': u'37.7628151579852', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.416220195692'}",MISSION,"ARREST, CITED",09:05,-122.416220196,37.762815158
846,900 Block of BUSH ST,ASSAULT,2012-05-17,Thursday,FALSE IMPRISONMENT,120541578,"{u'latitude': u'37.7895783628974', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.412907007898'}",CENTRAL,NONE,20:00,-122.412907008,37.7895783629
847,6TH ST / MINNA ST,WARRANTS,2005-08-29,Monday,ENROUTE TO OUTSIDE JURISDICTION,50973435,"{u'latitude': u'37.7805345385049', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.408162953864'}",SOUTHERN,"ARREST, BOOKED",22:50,-122.408162954,37.7805345385
848,TAYLOR ST / SUTTER ST,LARCENY/THEFT,2005-02-05,Saturday,GRAND THEFT FROM UNLOCKED AUTO,50140402,"{u'latitude': u'37.7888082903568', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.41188879183'}",CENTRAL,NONE,01:35,-122.411888792,37.7888082904
849,VAN NESS AV / GOLDEN GATE AV,VEHICLE THEFT,2003-02-02,Sunday,STOLEN AUTOMOBILE,30138201,"{u'latitude': u'37.7810301390636', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.420441315944'}",NORTHERN,NONE,21:00,-122.420441316,37.7810301391
850,1800 Block of MCALLISTER ST,VANDALISM,2010-06-04,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",100521891,"{u'latitude': u'37.7772126280826', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.442504437584'}",PARK,NONE,23:30,-122.442504438,37.7772126281
851,10TH ST / HARRISON ST,LARCENY/THEFT,2004-05-16,Sunday,PETTY THEFT FROM LOCKED AUTO,40562662,"{u'latitude': u'37.7715785765089', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.411279189976'}",SOUTHERN,"ARREST, BOOKED",20:56,-122.41127919,37.7715785765
852,14TH ST / VALENCIA ST,ROBBERY,2004-05-14,Friday,"ROBBERY ON THE STREET, STRONGARM",40551831,"{u'latitude': u'37.7681403836559', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.422201579801'}",MISSION,NONE,02:10,-122.42220158,37.7681403837
853,MISSION ST / 4TH ST,WARRANTS,2005-10-21,Friday,WARRANT ARREST,51189015,"{u'latitude': u'37.7844788538516', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.404270179493'}",SOUTHERN,"ARREST, BOOKED",08:25,-122.404270179,37.7844788539
854,EXCELSIOR AV / PARIS ST,VEHICLE THEFT,2013-09-01,Sunday,STOLEN AUTOMOBILE,130729974,"{u'latitude': u'37.7254869312045', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.432054581889'}",INGLESIDE,NONE,00:01,-122.432054582,37.7254869312
855,100 Block of BRITTON ST,MISSING PERSON,2006-10-28,Saturday,MISSING ADULT,61165629,"{u'latitude': u'37.7123588004385', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.412741397426'}",INGLESIDE,LOCATED,09:00,-122.412741397,37.7123588004
856,MARKET ST / 3RD ST,NON-CRIMINAL,2003-12-24,Wednesday,LOST PROPERTY,40086866,"{u'latitude': u'37.7876430501571', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403434086753'}",SOUTHERN,NONE,08:00,-122.403434087,37.7876430502
857,MARKET ST / 7TH ST,LARCENY/THEFT,2012-06-24,Sunday,PETTY THEFT OF PROPERTY,126088005,"{u'latitude': u'37.7804777480508', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.412515341356'}",SOUTHERN,NONE,12:00,-122.412515341,37.7804777481
858,300 Block of GOLDEN GATE AV,DRUG/NARCOTIC,2009-07-29,Wednesday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,90771437,"{u'latitude': u'37.7816031438671', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.416351987352'}",TENDERLOIN,"ARREST, BOOKED",20:46,-122.416351987,37.7816031439
859,100 Block of BAY ST,BURGLARY,2013-03-21,Thursday,"BURGLARY, UNLAWFUL ENTRY",130234337,"{u'latitude': u'37.8062216124785', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.408337388509'}",CENTRAL,NONE,09:00,-122.408337389,37.8062216125
860,0 Block of 4TH ST,FORGERY/COUNTERFEITING,2005-04-06,Wednesday,"CHECKS, FORGERY (FELONY)",50379576,"{u'latitude': u'37.7851178563953', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.404956956375'}",SOUTHERN,"ARREST, BOOKED",16:43,-122.404956956,37.7851178564
861,1100 Block of OCEAN AV,ASSAULT,2013-05-29,Wednesday,THREATS AGAINST LIFE,130442900,"{u'latitude': u'37.7238590120011', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.455615861538'}",TARAVAL,"ARREST, BOOKED",13:47,-122.455615862,37.723859012
862,1500 Block of VANNESS AV,ASSAULT,2005-05-29,Sunday,INFLICT INJURY ON COHABITEE,50597950,"{u'latitude': u'37.7899200014841', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.422062730264'}",NORTHERN,NONE,01:30,-122.42206273,37.7899200015
863,1200 Block of PALOU AV,VANDALISM,2011-10-30,Sunday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",110878535,"{u'latitude': u'37.7303189803917', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.384336676296'}",BAYVIEW,NONE,21:30,-122.384336676,37.7303189804
864,1200 Block of MARKET ST,OTHER OFFENSES,2005-08-22,Monday,PAROLE VIOLATION,50943030,"{u'latitude': u'37.7780245674641', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.415444159886'}",SOUTHERN,"ARREST, BOOKED",16:05,-122.41544416,37.7780245675
865,2000 Block of MISSION ST,DRUG/NARCOTIC,2003-12-15,Monday,POSSESSION OF BASE/ROCK COCAINE,31454349,"{u'latitude': u'37.764228935718', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.419520367886'}",MISSION,"ARREST, BOOKED",03:18,-122.419520368,37.7642289357
866,1800 Block of 25TH AV,SECONDARY CODES,2004-06-28,Monday,DOMESTIC VIOLENCE,40739805,"{u'latitude': u'37.75301021474', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.482764149891'}",TARAVAL,NONE,21:00,-122.48276415,37.7530102147
867,THE EMBARCADERONORTH ST / WASHINGTON ST,LARCENY/THEFT,2014-05-24,Saturday,GRAND THEFT PURSESNATCH,140433591,"{u'latitude': u'37.7966652983014', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.395329662983'}",CENTRAL,"ARREST, BOOKED",10:23,-122.395329663,37.7966652983
868,4900 Block of MISSION ST,LARCENY/THEFT,2004-05-12,Wednesday,GRAND THEFT SHOPLIFTING,40546252,"{u'latitude': u'37.7196920262929', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.438695075365'}",INGLESIDE,"ARREST, CITED",18:00,-122.438695075,37.7196920263
869,2000 Block of MISSION ST,LARCENY/THEFT,2007-04-03,Tuesday,GRAND THEFT FROM PERSON,70341135,"{u'latitude': u'37.7642205603745', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.41965834371'}",MISSION,NONE,10:10,-122.419658344,37.7642205604
870,400 Block of BRANNAN ST,EMBEZZLEMENT,2014-10-11,Saturday,EMBEZZLEMENT (GENERAL),140868249,"{u'latitude': u'37.7788348205682', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.395985970867'}",SOUTHERN,NONE,11:00,-122.395985971,37.7788348206
871,700 Block of TARAVAL ST,FRAUD,2012-12-12,Wednesday,"CREDIT CARD, THEFT BY USE OF",121000430,"{u'latitude': u'37.7431744969963', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.474102710416'}",TARAVAL,NONE,06:15,-122.47410271,37.743174497
872,800 Block of BRYANT ST,LARCENY/THEFT,2014-04-20,Sunday,GRAND THEFT FROM LOCKED AUTO,146083580,"{u'latitude': u'37.775420706711', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403404791479'}",SOUTHERN,NONE,19:00,-122.403404791,37.7754207067
873,2500 Block of 41ST AV,OTHER OFFENSES,2012-06-01,Friday,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,130785625,"{u'latitude': u'37.7391936403273', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.499134239027'}",TARAVAL,NONE,12:00,-122.499134239,37.7391936403
874,800 Block of BRYANT ST,FRAUD,2007-04-14,Saturday,"CREDIT CARD, THEFT BY USE OF",70449563,"{u'latitude': u'37.775420706711', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.403404791479'}",SOUTHERN,NONE,23:00,-122.403404791,37.7754207067
875,600 Block of MISSION ST,ASSAULT,2007-02-15,Thursday,INFLICT INJURY ON COHABITEE,70794926,"{u'latitude': u'37.7865888590763', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.401692292616'}",SOUTHERN,NONE,06:00,-122.401692293,37.7865888591
876,300 Block of DORE ST,OTHER OFFENSES,2003-01-23,Thursday,OBSTRUCTIONS ON STREETS/SIDEWALKS,30090742,"{u'latitude': u'37.7701525825183', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.408395085045'}",SOUTHERN,"ARREST, CITED",08:00,-122.408395085,37.7701525825
877,POLK ST / NORTHPOINT ST,NON-CRIMINAL,2012-10-30,Tuesday,LOST PROPERTY,120877602,"{u'latitude': u'37.8052850926566', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.423658369809'}",CENTRAL,NONE,14:00,-122.42365837,37.8052850927
878,2700 Block of JONES ST,VEHICLE THEFT,2007-12-01,Saturday,STOLEN AUTOMOBILE,71235137,"{u'latitude': u'37.8066242898071', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.41710231579'}",CENTRAL,NONE,21:00,-122.417102316,37.8066242898
879,BERRY ST / 4TH ST,ARSON,2011-11-16,Wednesday,ARSON OF A VEHICLE,110925932,"{u'latitude': u'37.7757876218293', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.393357241451'}",SOUTHERN,NONE,14:53,-122.393357241,37.7757876218
880,1400 Block of FRANCISCO ST,VEHICLE THEFT,2003-08-18,Monday,"VEHICLE, RECOVERED, AUTO",30973994,"{u'latitude': u'37.8027392695456', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.429059497393'}",NORTHERN,NONE,16:30,-122.429059497,37.8027392695
881,ELLIS ST / LEAVENWORTH ST,OTHER OFFENSES,2005-09-28,Wednesday,VIOLATION OF RESTRAINING ORDER,51090672,"{u'latitude': u'37.7846576329026', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.41443315507'}",TENDERLOIN,"ARREST, BOOKED",08:41,-122.414433155,37.7846576329
882,16TH ST / MISSION ST,OTHER OFFENSES,2009-11-29,Sunday,TRAFFIC VIOLATION,91225005,"{u'latitude': u'37.7650501214668', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.419671780296'}",MISSION,"ARREST, CITED",19:36,-122.41967178,37.7650501215
883,MISSION ST / 23RD ST,OTHER OFFENSES,2014-02-16,Sunday,RESISTING ARREST,140137931,"{u'latitude': u'37.7538382048501', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.418596727459'}",MISSION,"ARREST, BOOKED",05:00,-122.418596727,37.7538382049
884,0 Block of CIELITO DR,STOLEN PROPERTY,2008-07-13,Sunday,RECEIVING STOLEN PROPERTY,80735681,"{u'latitude': u'37.7096253280817', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.422023475946'}",INGLESIDE,"ARREST, BOOKED",19:00,-122.422023476,37.7096253281
885,CEDAR ST / POLK ST,ASSAULT,2013-05-21,Tuesday,INFLICT INJURY ON COHABITEE,130416858,"{u'latitude': u'37.7863580362743', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.419834938618'}",NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,00:25,-122.419834939,37.7863580363
886,GIRARD ST / WARD ST,LARCENY/THEFT,2014-11-19,Wednesday,PETTY THEFT FROM LOCKED AUTO,140982918,"{u'latitude': u'37.7189799997236', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.401122464539'}",INGLESIDE,NONE,12:00,-122.401122465,37.7189799997
887,100 Block of TAYLOR ST,SECONDARY CODES,2012-05-16,Wednesday,DOMESTIC VIOLENCE,120390927,"{u'latitude': u'37.7836952269749', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.410791677645'}",TENDERLOIN,"ARREST, BOOKED",19:00,-122.410791678,37.783695227
888,MISSION ST / GENEVA AV,WARRANTS,2009-07-25,Saturday,ENROUTE TO OUTSIDE JURISDICTION,81084786,"{u'latitude': u'37.7164586830811', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.441018108888'}",INGLESIDE,"ARREST, BOOKED",19:44,-122.441018109,37.7164586831
889,1000 Block of CLAYTON ST,VEHICLE THEFT,2006-03-07,Tuesday,STOLEN AUTOMOBILE,60259190,"{u'latitude': u'37.7639254905474', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.447308234851'}",PARK,NONE,23:00,-122.447308235,37.7639254905
890,600 Block of TENNESSEE ST,ROBBERY,2009-06-24,Wednesday,ROBBERY ON THE STREET WITH A GUN,90646896,"{u'latitude': u'37.7636150076929', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.389722246974'}",BAYVIEW,JUVENILE BOOKED,22:03,-122.389722247,37.7636150077
891,700 Block of MINNA ST,VANDALISM,2012-12-06,Thursday,"MALICIOUS MISCHIEF, VANDALISM",136000538,"{u'latitude': u'37.77636280535', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.413361136168'}",SOUTHERN,NONE,02:00,-122.413361136,37.7763628053
892,1000 Block of POTRERO AV,NON-CRIMINAL,2007-06-14,Thursday,FOUND PROPERTY,70600925,"{u'latitude': u'37.7564864109309', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.406539115148'}",MISSION,NONE,07:00,-122.406539115,37.7564864109
893,TURK ST / TAYLOR ST,DRUG/NARCOTIC,2008-05-04,Sunday,POSSESSION OF NARCOTICS PARAPHERNALIA,80468268,"{u'latitude': u'37.7832145190013', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.410768766343'}",TENDERLOIN,"ARREST, BOOKED",18:01,-122.410768766,37.783214519
894,25TH ST / SAN JOSE AV,WARRANTS,2005-02-25,Friday,WARRANT ARREST,50218770,"{u'latitude': u'37.7504488807345', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.421439431577'}",MISSION,"ARREST, BOOKED",09:59,-122.421439432,37.7504488807
895,1000 Block of MARKET ST,FRAUD,2004-06-18,Friday,FALSE ID TO PEACE OFFICER,40697548,"{u'latitude': u'37.7812707434494', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.411339562557'}",SOUTHERN,NONE,11:58,-122.411339563,37.7812707434
896,POST ST / LEAVENWORTH ST,ASSAULT,2012-09-14,Friday,BATTERY,120739416,"{u'latitude': u'37.7874530734464', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.414996719991'}",CENTRAL,NONE,17:50,-122.41499672,37.7874530734
897,0 Block of LEDYARD ST,RUNAWAY,2006-07-07,Friday,RUNAWAY,60721387,"{u'latitude': u'37.7332354676556', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.402116556292'}",BAYVIEW,LOCATED,06:50,-122.402116556,37.7332354677
898,900 Block of GEARY ST,TRESPASS,2003-11-28,Friday,TRESPASSING,31392062,"{u'latitude': u'37.7859407304209', u'needs_recoding': False, u'human_address': u'{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', u'longitude': u'-122.418918390218'}",NORTHERN,"ARREST, CITED",07:45,-122.41891839,37.7859407304
